L1Bit,L1SeedName,pre-scale0,rate0,error_rate0,pure0,propotional0
0,L1_SingleMuCosmics,0,0,0,0,0
1,L1_SingleMuOpen,30000,0,0,0,0
2,L1_SingleMu3,16000,0,0,0,0
3,L1_SingleMu5,240,810.71,362.561,648.568,664.782
4,L1_SingleMu7,120,648.568,324.284,486.426,526.962
5,L1_SingleMu10_LowQ,600,0,0,0,0
6,L1_SingleMu11_LowQ,500,0,0,0,0
7,L1_SingleMu16,1,8269.24,1157.93,324.284,1578.68
8,L1_SingleMu18,1,6161.4,999.511,0,620.977
9,L1_SingleMu20,1,5026.4,902.769,0,442.749
10,L1_SingleMu22,1,4539.98,857.975,0,380.209
11,L1_SingleMu25,1,3891.41,794.331,0,320.301
12,L1_SingleMu30,1,2594.27,648.568,0,232.411
13,L1_SingleMu14er2p1,20,486.426,280.838,0,112.049
14,L1_SingleMu16er2p1,1,7458.53,1099.7,0,1196.42
15,L1_SingleMu18er2p1,1,5674.97,959.245,0,562.999
16,L1_SingleMu20er2p1,1,4539.98,857.975,0,384.771
17,L1_SingleMu22er2p1,1,4053.55,810.71,0,322.231
20,L1_DoubleMu0,600,162.142,162.142,162.142,162.142
21,L1_DoubleMu_11_4,30,0,0,0,0
22,L1_DoubleMu_12_5,1,2107.85,584.611,324.284,586.773
23,L1_DoubleMu_12_8,1,486.426,280.838,0,45.5948
24,L1_DoubleMu_13_6,1,972.852,397.165,0,73.1338
25,L1_DoubleMu_15_5,1,1459.28,486.426,0,140.882
26,L1_DoubleMu_15_7,1,648.568,324.284,0,49.5495
27,L1_TripleMu0,0,0,0,0,0
28,L1_TripleMu3,1,1621.42,512.738,162.142,392.434
29,L1_TripleMu_4_4_4,1,486.426,280.838,0,28.7027
30,L1_TripleMu_5_0_0,1,2594.27,648.568,486.426,966.687
31,L1_TripleMu_5_3_3,1,1134.99,428.988,0,122.198
32,L1_TripleMu_5_5_3,1,810.71,362.561,0,66.606
33,L1_QuadMu0,1,1297.14,458.607,810.71,866.535
40,L1_SingleEG5,10000,486.426,280.838,486.426,486.426
41,L1_SingleEG10,2500,324.284,229.303,324.284,324.284
42,L1_SingleEG15,1000,162.142,162.142,162.142,162.142
43,L1_SingleEG18,130,648.568,324.284,324.284,459.402
44,L1_SingleEG24,30,810.71,362.561,486.426,599.926
45,L1_SingleEG26,20,972.852,397.165,324.284,343.907
46,L1_SingleEG28,1,15727.8,1596.91,972.852,2480.26
47,L1_SingleEG30,1,12809.2,1441.15,0,1186.21
48,L1_SingleEG32,1,11674.2,1375.82,0,796.163
49,L1_SingleEG34,1,10052.8,1276.71,0,594.81
50,L1_SingleEG36,1,8431.39,1169.22,0,380.649
51,L1_SingleEG38,1,7134.25,1075.53,0,296.72
52,L1_SingleEG40,1,6323.54,1012.58,0,232.974
53,L1_SingleEG45,1,3567.12,760.514,0,85.1672
54,L1_SingleEG34er2p1,1,7782.82,1123.35,0,373.72
55,L1_SingleEG36er2p1,1,6809.97,1050.8,0,260.152
56,L1_SingleEG38er2p1,1,5512.83,945.442,0,176.222
57,L1_SingleIsoEG18,1,19132.8,1761.31,162.142,3529.64
58,L1_SingleIsoEG20,1,14917.1,1555.21,0,1421.79
59,L1_SingleIsoEG22,1,12647.1,1432,0,829.973
60,L1_SingleIsoEG24,1,11187.8,1346.85,0,532.712
61,L1_SingleIsoEG26,1,10214.9,1286.96,0,421.915
62,L1_SingleIsoEG28,1,9242.1,1224.15,0,318.734
63,L1_SingleIsoEG30,1,8107.1,1146.52,0,248.733
64,L1_SingleIsoEG32,1,7782.82,1123.35,0,237.017
65,L1_SingleIsoEG34,1,6972.11,1063.24,0,209.042
66,L1_SingleIsoEG36,1,6485.68,1025.48,0,185.016
67,L1_SingleIsoEG38,1,5674.97,959.245,0,155.204
68,L1_SingleIsoEG18er2p1,1,17024.9,1661.46,0,3077.86
69,L1_SingleIsoEG20er2p1,1,12971.4,1450.24,0,1132.15
70,L1_SingleIsoEG22er2p1,1,10863.5,1327.19,0,621.407
71,L1_SingleIsoEG24er2p1,1,9728.52,1255.95,0,432.241
72,L1_SingleIsoEG26er2p1,1,8755.67,1191.5,0,321.444
73,L1_SingleIsoEG28er2p1,1,7944.96,1134.99,0,250.691
74,L1_SingleIsoEG30er2p1,1,6809.97,1050.8,0,180.69
75,L1_SingleIsoEG32er2p1,1,6485.68,1025.48,0,168.974
76,L1_SingleIsoEG34er2p1,1,5674.97,959.245,0,141
77,L1_SingleIsoEG36er2p1,1,5350.69,931.435,0,129.446
80,L1_DoubleEG_15_10,0,0,0,0,0
81,L1_DoubleEG_18_17,0,0,0,0,0
