L1Bit,L1SeedName,pre-scale0,rate0,error_rate0,pure0,propotional0
0,L1_SingleMuCosmics,0,0,0,0,0
1,L1_SingleMuOpen,38000,53.1791,37.6033,53.1791,53.1791
2,L1_SingleMuCosmics_BMTF,0,0,0,0,0
3,L1_SingleMuCosmics_OMTF,0,0,0,0,0
4,L1_SingleMuCosmics_EMTF,0,0,0,0,0
5,L1_SingleMu0_BMTF,0,0,0,0,0
6,L1_SingleMu0_OMTF,0,0,0,0,0
7,L1_SingleMu0_EMTF,0,0,0,0,0
8,L1_SingleMu3,13000,53.1791,37.6033,53.1791,53.1791
9,L1_SingleMu5,3900,53.1791,37.6033,26.5895,35.4527
10,L1_SingleMu7,1600,53.1791,37.6033,53.1791,53.1791
11,L1_SingleMu10_LowQ,700,53.1791,37.6033,26.5895,39.8843
12,L1_SingleMu11_LowQ,0,0,0,0,0
13,L1_SingleMu12_LowQ_BMTF,0,0,0,0,0
14,L1_SingleMu12_LowQ_OMTF,0,0,0,0,0
15,L1_SingleMu12_LowQ_EMTF,0,0,0,0,0
16,L1_SingleMu16,0,0,0,0,0
17,L1_SingleMu18,120,53.1791,37.6033,0,6.33085
18,L1_SingleMu20,1,7072.82,433.662,26.5895,1055.55
19,L1_SingleMu22,1,5690.16,388.972,0,773.149
20,L1_SingleMu22_BMTF,0,0,0,0,0
21,L1_SingleMu22_OMTF,0,0,0,0,0
22,L1_SingleMu22_EMTF,0,0,0,0,0
23,L1_SingleMu25,1,4546.81,347.703,0,561.656
24,L1_SingleMu30,1,3190.75,291.274,0,374.943
25,L1_SingleMu14er2p1,0,0,0,0,0
26,L1_SingleMu16er2p1,1,9917.9,513.53,1542.19,3087.63
27,L1_SingleMu18er2p1,1,7471.66,445.722,0,1237.88
28,L1_SingleMu20er2p1,1,5849.7,394.387,0,709.797
29,L1_SingleMu22er2p1,1,4626.58,350.74,0,496.974
30,L1_DoubleMu0,0,0,0,0,0
31,L1_DoubleMu_11_4,1,2419.65,253.648,452.022,851.242
32,L1_DoubleMu_12_5,1,1489.01,198.978,0,271.072
33,L1_DoubleMu_12_8,1,584.97,124.716,0,65.014
34,L1_DoubleMu_13_6,1,850.866,150.413,0,101.775
35,L1_DoubleMu_15_5,1,877.455,152.745,0,98.5143
36,L1_DoubleMu_15_7,1,452.022,109.632,0,41.3525
37,L1_DoubleMu18er2p1,1,0,0,0,0
38,L1_DoubleMu22er2p1,1,0,0,0,0
39,L1_TripleMu0,0,0,0,0,0
40,L1_TripleMu3,1,1143.35,174.359,239.306,433.897
41,L1_TripleMu_4_4_4,1,265.895,84.0835,0,31.3492
42,L1_TripleMu_5_0_0,1,2658.95,265.895,1169.94,1544.87
43,L1_TripleMu_5_3_3,1,717.918,138.163,0,117.038
44,L1_TripleMu_5_5_3,1,239.306,79.7686,0,26.1886
45,L1_QuadMu0,1,292.485,88.1876,186.127,200.731
50,L1_SingleEG5,113000,53.1791,37.6033,53.1791,53.1791
51,L1_SingleEG10,18000,53.1791,37.6033,53.1791,53.1791
52,L1_SingleEG15,4300,53.1791,37.6033,53.1791,53.1791
53,L1_SingleEG18,0,0,0,0,0
54,L1_SingleEG24,0,0,0,0,0
55,L1_SingleEG26,360,53.1791,37.6033,53.1791,53.1791
56,L1_SingleEG28,0,0,0,0,0
57,L1_SingleEG30,1,16645.1,665.27,2260.11,3938.22
58,L1_SingleEG32,1,12949.1,586.78,0,1496.83
59,L1_SingleEG34,1,10476.3,527.787,0,792.542
60,L1_SingleEG36,1,8934.09,487.395,0,525.376
61,L1_SingleEG38,1,7578.02,448.883,0,348.92
62,L1_SingleEG40,1,6354.9,411.064,0,225.712
63,L1_SingleEG42,1,5371.09,377.909,0,163.408
64,L1_SingleEG45,1,4546.81,347.703,0,114.184
65,L1_SingleEG50,1,3403.46,300.826,0,71.0656
66,L1_SingleEG34er2p1,1,7285.54,440.135,0,368.383
67,L1_SingleEG36er2p1,1,6221.95,406.742,0,235.492
68,L1_SingleEG38er2p1,1,5477.45,381.632,0,169.604
69,L1_SingleIsoEG18,0,0,0,0,0
70,L1_SingleIsoEG20,1,17256.6,677.382,664.739,3199.29
71,L1_SingleIsoEG22,1,14012.7,610.402,0,1295.04
72,L1_SingleIsoEG24,1,11938.7,563.422,0,745.543
73,L1_SingleIsoEG26,1,10662.4,532.455,0,528.483
74,L1_SingleIsoEG28,1,9332.93,498.155,0,386.13
75,L1_SingleIsoEG30,1,8402.3,472.666,0,297.478
76,L1_SingleIsoEG32,1,7631.2,450.456,0,239.632
77,L1_SingleIsoEG34,1,6806.92,425.433,0,184.482
78,L1_SingleIsoEG35,1,6541.03,417.041,0,172.916
79,L1_SingleIsoEG36,1,6354.9,411.064,0,166.165
80,L1_SingleIsoEG37,1,6062.42,401.493,0,151.691
81,L1_SingleIsoEG38,1,5902.88,396.175,0,145.911
82,L1_SingleIsoEG40,1,5450.86,380.704,0,129.27
83,L1_SingleIsoEG18er2p1,0,0,0,0,0
84,L1_SingleIsoEG20er2p1,1,13986.1,609.823,0,2158.03
85,L1_SingleIsoEG22er2p1,1,11433.5,551.373,0,931.813
86,L1_SingleIsoEG24er2p1,1,9652.01,506.599,0,516.372
87,L1_SingleIsoEG26er2p1,1,8588.42,477.873,0,370.219
88,L1_SingleIsoEG28er2p1,1,7391.89,443.336,0,250.947
89,L1_SingleIsoEG30er2p1,1,6567.62,417.888,0,183.566
90,L1_SingleIsoEG32er2p1,1,5982.65,398.843,0,148.848
91,L1_SingleIsoEG33er2p1,1,5690.16,388.972,0,133.714
92,L1_SingleIsoEG34er2p1,1,5371.09,377.909,0,117.334
