L1Bit,L1SeedName,pre-scale0,rate0,error_rate0,pure0,propotional0
0,L1_SingleMuCosmics,0,0,0,0,0
1,L1_SingleMuOpen,32000,73.7448,42.5766,73.7448,73.7448
2,L1_SingleMuCosmics_BMTF,0,0,0,0,0
3,L1_SingleMuCosmics_OMTF,0,0,0,0,0
4,L1_SingleMuCosmics_EMTF,0,0,0,0,0
5,L1_SingleMu0_BMTF,0,0,0,0,0
6,L1_SingleMu0_OMTF,0,0,0,0,0
7,L1_SingleMu0_EMTF,0,0,0,0,0
8,L1_SingleMu3,11000,49.1632,34.7636,24.5816,25.6504
9,L1_SingleMu5,3200,73.7448,42.5766,73.7448,73.7448
10,L1_SingleMu7,1300,49.1632,34.7636,49.1632,49.1632
11,L1_SingleMu10_LowQ,550,73.7448,42.5766,49.1632,57.3571
12,L1_SingleMu11_LowQ,0,0,0,0,0
13,L1_SingleMu12_LowQ_BMTF,0,0,0,0,0
14,L1_SingleMu12_LowQ_OMTF,0,0,0,0,0
15,L1_SingleMu12_LowQ_EMTF,0,0,0,0,0
16,L1_SingleMu16,1,9341.01,479.184,417.887,2197.87
17,L1_SingleMu18,95,73.7448,42.5766,0,11.4528
18,L1_SingleMu20,1,5875,380.022,0,733.913
19,L1_SingleMu22,1,4572.18,335.248,0,493.32
20,L1_SingleMu22_BMTF,0,0,0,0,0
21,L1_SingleMu22_OMTF,0,0,0,0,0
22,L1_SingleMu22_EMTF,0,0,0,0,0
23,L1_SingleMu25,1,3982.22,312.873,0,415.3
24,L1_SingleMu30,1,2851.47,264.752,0,288.692
25,L1_SingleMu14er2p1,0,0,0,0,0
26,L1_SingleMu16er2p1,1,8111.93,446.547,0,1566.28
27,L1_SingleMu18er2p1,1,6169.98,389.446,0,797.322
28,L1_SingleMu20er2p1,1,5112.98,354.521,0,544.792
29,L1_SingleMu22er2p1,1,3982.22,312.873,0,377.944
30,L1_DoubleMu0,0,0,0,0,0
31,L1_DoubleMu_11_4,1,1941.95,218.486,319.561,615.928
32,L1_DoubleMu_12_5,1,1130.75,166.721,0,198.137
33,L1_DoubleMu_12_8,1,565.377,117.889,0,56.4162
34,L1_DoubleMu_13_6,1,639.122,125.342,0,66.9266
35,L1_DoubleMu_15_5,1,688.285,130.074,0,69.912
36,L1_DoubleMu_15_7,1,442.469,104.291,0,32.0926
37,L1_DoubleMu18er2p1,1,0,0,0,0
38,L1_DoubleMu22er2p1,1,0,0,0,0
39,L1_TripleMu0,1,4818,344.143,2531.91,3311.7
40,L1_TripleMu3,1,860.356,145.427,0,176.505
41,L1_TripleMu_4_4_4,1,270.398,81.528,0,26.235
42,L1_TripleMu_5_0_0,1,1868.2,214.298,0,619.131
43,L1_TripleMu_5_3_3,1,565.377,117.889,0,69.1065
44,L1_TripleMu_5_5_3,1,319.561,88.6303,0,30.3905
45,L1_QuadMu0,1,172.071,65.0368,0,58.8203
50,L1_SingleEG5,94000,73.7448,42.5766,73.7448,73.7448
51,L1_SingleEG10,15000,73.7448,42.5766,73.7448,73.7448
52,L1_SingleEG15,3500,73.7448,42.5766,73.7448,73.7448
53,L1_SingleEG18,0,0,0,0,0
54,L1_SingleEG24,0,0,0,0,0
55,L1_SingleEG26,280,73.7448,42.5766,24.5816,40.9694
56,L1_SingleEG28,1,16051.8,628.155,1548.64,3413.55
57,L1_SingleEG30,1,13028.3,565.911,0,1695.01
58,L1_SingleEG32,1,10299.7,503.173,0,872.936
59,L1_SingleEG34,1,8578.98,459.222,0,544.095
60,L1_SingleEG36,1,7153.25,419.331,0,352.476
61,L1_SingleEG38,1,6071.66,386.33,0,251.889
62,L1_SingleEG40,1,5235.88,358.757,0,197.629
63,L1_SingleEG42,1,4228.04,322.385,0,122.266
64,L1_SingleEG45,1,3441.43,290.854,0,80.7243
65,L1_SingleEG50,1,2630.23,254.274,0,51.6273
66,L1_SingleEG34er2p1,1,6047.08,385.548,0,289.436
67,L1_SingleEG36er2p1,1,5014.65,351.096,0,161.23
