L1Bit,L1SeedName,pre-scale0,rate0,error_rate0,pure0,propotional0
0,L1_SingleMuCosmics,0,0,0,0,0
1,L1_SingleMuOpen,24000,74.8598,42.8973,74.8598,74.8598
2,L1_SingleMuCosmics_BMTF,0,0,0,0,0
3,L1_SingleMuCosmics_OMTF,0,0,0,0,0
4,L1_SingleMuCosmics_EMTF,0,0,0,0,0
5,L1_SingleMu0_BMTF,0,0,0,0,0
6,L1_SingleMu0_OMTF,0,0,0,0,0
7,L1_SingleMu0_EMTF,0,0,0,0,0
8,L1_SingleMu3,8300,55.8691,37.0588,55.8691,55.8691
9,L1_SingleMu5,2400,73.7558,42.5798,73.7558,73.7558
10,L1_SingleMu7,1000,55.1341,36.8142,36.7561,38.7981
11,L1_SingleMu10_LowQ,410,72.6723,42.2659,72.6723,72.6723
12,L1_SingleMu11_LowQ,0,0,0,0,0
13,L1_SingleMu12_LowQ_BMTF,0,0,0,0,0
14,L1_SingleMu12_LowQ_OMTF,0,0,0,0,0
15,L1_SingleMu12_LowQ_EMTF,0,0,0,0,0
16,L1_SingleMu16,1,6910.63,412.158,309.16,1371.58
17,L1_SingleMu18,70,72.5981,42.2443,0,4.76588
18,L1_SingleMu20,1,4334.05,326.401,0,497.778
19,L1_SingleMu22,1,3367.79,287.725,0,337.166
20,L1_SingleMu22_BMTF,0,0,0,0,0
21,L1_SingleMu22_OMTF,0,0,0,0,0
22,L1_SingleMu22_EMTF,0,0,0,0,0
23,L1_SingleMu25,1,2931.61,268.447,0,284.223
24,L1_SingleMu30,1,2093.66,226.86,0,198.047
25,L1_SingleMu14er2p1,1,8416.53,454.854,2067.54,3067.8
26,L1_SingleMu16er2p1,1,6027.18,384.913,0,908.215
27,L1_SingleMu18er2p1,1,4577.89,335.458,0,508.711
28,L1_SingleMu20er2p1,1,3792.44,305.327,0,360.214
29,L1_SingleMu22er2p1,1,2949.95,269.285,0,253.619
30,L1_DoubleMu0,0,0,0,0,0
31,L1_DoubleMu_11_4,1,1312.86,179.645,182.804,384.197
32,L1_DoubleMu_12_5,1,782.972,138.732,0,123.871
33,L1_DoubleMu_12_8,1,403.659,99.6121,0,38.5904
34,L1_DoubleMu_13_6,1,447.879,104.927,0,42.9539
35,L1_DoubleMu_15_5,1,477.089,108.294,0,43.0383
36,L1_DoubleMu_15_7,1,313.189,87.7421,0,21.0013
37,L1_DoubleMu18er2p1,1,0,0,0,0
38,L1_DoubleMu22er2p1,1,0,0,0,0
39,L1_TripleMu0,1,2593.46,252.491,1389.36,1790.47
40,L1_TripleMu3,1,490.308,109.784,0,101.362
41,L1_TripleMu_4_4_4,1,164.435,63.5773,0,15.397
42,L1_TripleMu_5_0_0,1,1010.29,157.59,0,326.723
43,L1_TripleMu_5_3_3,1,325.943,89.5109,0,38.261
44,L1_TripleMu_5_5_3,1,190.396,68.4122,0,17.7416
45,L1_QuadMu0,1,79.1278,44.1032,0,27.0488
50,L1_SingleEG5,71000,74.6899,42.8486,74.6899,74.6899
51,L1_SingleEG10,11000,74.1012,42.6793,74.1012,74.1012
52,L1_SingleEG15,2600,73.6804,42.558,73.6804,73.6804
53,L1_SingleEG18,0,0,0,0,0
54,L1_SingleEG24,0,0,0,0,0
55,L1_SingleEG26,210,74.5062,42.7958,18.6265,26.6761
56,L1_SingleEG28,1,12151,546.527,1153.69,2568.97
57,L1_SingleEG30,1,9846.68,491.983,0,1275.88
58,L1_SingleEG32,1,7780.57,437.332,0,658.017
59,L1_SingleEG34,1,6471.35,398.844,0,410.068
60,L1_SingleEG36,1,5386.14,363.868,0,264.526
61,L1_SingleEG38,1,4555.61,334.641,0,188.215
62,L1_SingleEG40,1,3927.87,310.731,0,147.49
63,L1_SingleEG42,1,3171.03,279.193,0,91.0093
64,L1_SingleEG45,1,2567.14,251.206,0,59.7161
65,L1_SingleEG50,1,1972.67,220.208,0,38.3769
66,L1_SingleEG34er2p1,1,4537.87,333.988,0,217.382
67,L1_SingleEG36er2p1,1,3753.37,303.75,0,120.266
68,L1_SingleEG38er2p1,1,3211.7,280.978,0,85.1226
69,L1_SingleIsoEG18,1,14828.5,603.746,633.38,3392.67
70,L1_SingleIsoEG20,1,11269.5,526.329,0,1319.57
71,L1_SingleIsoEG22,1,9167.84,474.721,0,742.354
72,L1_SingleIsoEG24,1,7777.48,437.245,0,464.351
73,L1_SingleIsoEG26,1,7017.07,415.32,0,360.214
74,L1_SingleIsoEG28,1,5910.68,381.174,0,224.647
75,L1_SingleIsoEG30,1,5247.91,359.169,0,172.275
76,L1_SingleIsoEG32,1,4585.62,335.741,0,128.463
77,L1_SingleIsoEG34,1,4108.5,317.795,0,104.033
78,L1_SingleIsoEG35,1,3910.93,310.06,0,94.1244
79,L1_SingleIsoEG36,1,3818.97,306.393,0,90.7634
80,L1_SingleIsoEG37,1,3601.7,297.549,0,83.0149
